Subject,Condition,Trial index,Subject response,FINAL - total mechanisms,FINAL - total shape references,FINAL - abstract shape references,FINAL - concrete shape references,FINAL - total color references,FINAL - abstract color references,FINAL - concrete color references,FINAL - total purple dot references,FINAL - abstract purple dot references,FINAL - concrete purple dot references
user_1579197975863,Describe,1,red tear drop with purple dot on top of yellow cone,0,2,0,2,2,0,2,1,0,1
user_1579197975863,Describe,2,green circle on top of blue tear drop,0,2,0,2,2,0,2,0,0,0
user_1579197975863,Describe,3,yellow diamond on top of green circle with purple dot,0,2,0,2,2,0,2,1,0,1
user_1579197975863,Describe,4,blue oval on top of yellow star with purple dot,0,2,0,2,2,0,2,1,0,1
user_1579197975863,Describe,5,red circle with purple dot with green diamond with purple dot,0,2,0,2,2,0,2,2,0,2
user_1579197975863,Describe,6,blue star with red circle,0,2,0,2,2,0,2,0,0,0
user_1579197975863,Describe,7,yellow diamond with purple dot with blue diamond,0,2,0,2,2,0,2,1,0,1
user_1579197975863,Describe,8,green triangle with purple dot with red oval with purple dot,0,2,0,2,2,0,2,2,0,2
user_1579197986612,Explain,1,it could have begin just chance that she got a fish or that fish might actually like the lure combination.,1,0,0,0,0,0,0,0,0,0
user_1579197986612,Explain,2,this lure combination didn't have the necessary lure part or part from previous one that caught a fish to catch the fish,0,0,0,0,0,0,0,0,0,0
user_1579197986612,Explain,3,the lure didn't have the parts from the first lure combination that caught the fish,0,0,0,0,0,0,0,0,0,0
user_1579197986612,Explain,4,the lure is similar to the first lure combination that caught the fish in the sense that it have small yellow part attached to it on the bottom,0,0,0,0,1,0,1,0,0,0
user_1579197986612,Explain,5,the lure's overall shape is like the other that caught the fish; round on top and sharp triangle like bottom,0,3,2,1,0,0,0,0,0,0
user_1579197986612,Explain,6,the shape of this lure isn't like the other ones that caught the fish,0,0,0,0,0,0,0,0,0,0
user_1579197986612,Explain,7,I think because the lure has sharp triangle like shape at the bottom which is similar to those that has caught fish in the past,0,2,1,1,0,0,0,0,0,0
user_1579197986612,Explain,8,the lure combination at the bottom is not a upside down triangle shape like those who have caught fishes,0,1,0,1,0,0,0,0,0,0
user_1579197988272,Explain,1,"My friend might have caught a fish with this lure combination because its shape, or maybe the dot got its attention.",1,0,0,0,0,0,0,1,0,1
user_1579197988272,Explain,2,Maybe because the shape of it resembles a different sea creature and the fish thinks it is dangerous or wants nothing to do with it,1,0,0,0,0,0,0,0,0,0
user_1579197988272,Explain,3,because of the many sharp edges or resembles a sea creature that they are trying to avoid,1,1,1,0,0,0,0,0,0,0
user_1579197988272,Explain,4,"the oval shape looks like a fish's body, similar to that of the first lure combination",1,1,0,1,0,0,0,0,0,0
user_1579197988272,Explain,5,circular shape again resembling some kind of body and also the dot catches the fish's attention thinking it is something alive (the eye),2,1,1,0,0,0,0,2,1,1
user_1579197988272,Explain,6,"does not resemble any kind of body form and also the dot does not look like an eye, it is just another shape attached (position of the circle/dot)",2,0,0,0,0,0,0,1,0,1
user_1579197988272,Explain,7,"dot caught fishes attention, squares are stacked in a row looks grouped together",1,1,0,1,0,0,0,1,0,1
user_1579197988272,Explain,8,"the two dots catches the fish off guard, eyes are not in correct place position (maybe looks like a novel object",1,0,0,0,0,0,0,2,1,1
user_1579198000158,Explain,1,Because it's colorful,0,0,0,0,0,0,0,0,0,0
user_1579198000158,Explain,2,Because the colors of the lure may camouflage with the water and the fish cannot really see it well,1,0,0,0,0,0,0,0,0,0
user_1579198000158,Explain,3,Because of the shape,0,0,0,0,0,0,0,0,0,0
user_1579198000158,Explain,4,Because she shape underwater may seem like food to fishes,1,0,0,0,0,0,0,0,0,0
user_1579198000158,Explain,5,Because the red color its bright and it may catch the fishes attention,1,0,0,0,2,1,1,0,0,0
user_1579198000158,Explain,6,The shape may not seem like food to fish,1,0,0,0,0,0,0,0,0,0
user_1579198000158,Explain,7,"Because it is pretty similar to another lure that also catch a fish, the combination of colors seems to be efficient at grabbing the fish's attention",1,0,0,0,0,0,0,0,0,0
user_1579198000158,Explain,8,Because of the shape of the lure,0,0,0,0,0,0,0,0,0,0
user_1579198652845,Explain,1,because it is big and covers the fish's view. thus preventing it from ignoring the lure.,1,0,0,0,0,0,0,0,0,0
user_1579198652845,Explain,2,because the bottom end is round. Fishes may think edges=food.,1,1,1,0,0,0,0,0,0,0
user_1579198652845,Explain,3,"Again, because the bottom is rounded. however maybe the top should also be not so extreme on shapes",0,2,2,0,0,0,0,0,0,0
user_1579198652845,Explain,4,So this one proves my theory that the bottom shape must be edgy (like peaks... triangle-ish shapes),0,3,3,0,0,0,0,0,0,0
user_1579198652845,Explain,5,Because the bottom shape was pointy,0,1,1,0,0,0,0,0,0,0
user_1579198652845,Explain,6,The bottom shape is round,0,1,1,0,0,0,0,0,0,0
user_1579198652845,Explain,7,Bottom shape was pointy,0,1,1,0,0,0,0,0,0,0
user_1579198652845,Explain,8,the bottom shape is round,0,1,1,0,0,0,0,0,0,0
user_1579208189179,Describe,1,"Red tear shaped lure with a small purple circle on the left side of the tear shape, and a small yellow upsidedown triangle underneath the teardrop",0,2,0,2,2,0,2,1,0,1
user_1579208189179,Describe,2,A green circle base with a small blue teardrop on the bottom,0,2,0,2,2,0,2,0,0,0
user_1579208189179,Describe,3,A yellow square tilted like a diamond with a small circle on the bottom. The green circle has a purple dot at the 5oclock mark,0,2,0,2,2,0,2,1,0,1
user_1579208189179,Describe,4,A blue vertical oval with a small four point star hanging on the bottom. There is a small purple dot at the junction between the top point of the star and the right point.,0,2,0,2,1,0,1,1,0,1
user_1579208189179,Describe,5,"A red circle with a purple dot near the center, with a green square hanging from a corner at the bottom. The green square has a purple dot on the right corner.",0,2,0,2,2,0,2,2,0,2
user_1579208189179,Describe,6,"A blue four point star with the corners facing the up, down, left and right. There is a smaller red circle hanging from the bottom corner.",0,2,0,2,2,0,2,0,0,0
user_1579208189179,Describe,7,"A yellow square tilted to the angle of a diamond. There is a purple dot slightly right of the top corner on the square. There is a smaller blue square hanging from the bottom corner of the square, also slanted like a diamond.",0,2,0,2,2,0,2,1,0,1
user_1579208189179,Describe,8,"An upsidedown green triangle with a purple dot on the top left corner. A vertical red oval hangs from the bottom, with a purple dot slightly left of the center.",0,2,0,2,2,0,2,2,0,2
user_1579208200966,Explain,1,By luck I guess.,0,0,0,0,0,0,0,0,0,0
user_1579208200966,Explain,2,The shape and the color does not attract the fish.,1,0,0,0,0,0,0,0,0,0
user_1579208200966,Explain,3,The fish does not recognize the green color.,1,0,0,0,1,0,1,0,0,0
user_1579208200966,Explain,4,The fish recognize the yellow color on the bottom.,1,0,0,0,1,1,0,0,0,0
user_1579208200966,Explain,5,She recognize the red color on the top of the lure. I guess the fish only get attracted by either red color on the upper part of the lure and/or yellow color on the bottom part of the lure.,2,0,0,0,3,0,3,0,0,0
user_1579208200966,Explain,6,"To attract the fish, the lure has to be red on the top and/or yellow on the bottom.",1,0,0,0,2,0,2,0,0,0
user_1579208200966,Explain,7,The small purple circle on the top of the lure attract the fish.,1,0,0,0,0,0,0,1,0,1
user_1579208200966,Explain,8,"The lure does not recognize green color. She only recognize red, yellow, and purple.",1,0,0,0,3,0,3,1,0,1
user_1579208201031,Describe,1,tear drop with a triangle under and a purple circle in the teardrop,0,2,0,2,0,0,0,1,0,1
user_1579208201031,Describe,2,green circle with a blue teardrop under,0,2,0,2,2,0,2,0,0,0
user_1579208201031,Describe,3,circle with a triangle under,0,2,0,2,0,0,0,0,0,0
user_1579208201031,Describe,4,blue oval with a star and dot in it,0,2,0,2,1,0,1,1,0,1
user_1579208201031,Describe,5,big red circle with a purple circle and then a green square with a purple dot under,0,2,0,2,2,0,2,2,0,2
user_1579208201031,Describe,6,star with a red circle under,0,2,0,2,1,0,1,0,0,0
user_1579208201031,Describe,7,two boxes stacked on each other with the top box has a purple dot,0,1,0,1,0,0,0,1,0,1
user_1579208201031,Describe,8,green triangle with a purple dot and and an oval with a purple dot,0,2,0,2,1,0,1,2,0,2
user_1579208211705,Explain,1,he have tried this before so he know,1,0,0,0,0,0,0,0,0,0
user_1579208211705,Explain,2,because it is shaped more like a circle so the fish would slip from the lure combination,1,1,0,1,0,0,0,0,0,0
user_1579208211705,Explain,3,same as the previous one,0,0,0,0,0,0,0,0,0,0
user_1579208211705,Explain,4,because the bottom of the lure looks like the first one that my friend used,0,0,0,0,0,0,0,0,0,0
user_1579208211705,Explain,5,maybe the fish was attracted to the purple dot,1,0,0,0,0,0,0,1,0,1
user_1579208211705,Explain,6,there is no colored dot inside the star or the circle,0,2,0,2,0,0,0,1,0,1
user_1579208211705,Explain,7,because of the triangle shaped on the bottom,0,1,0,1,0,0,0,0,0,0
user_1579208211705,Explain,8,because of the circle shape on the bottom,0,1,0,1,0,0,0,0,0,0
user_1579208242783,Explain,1,The fish thought that this lure seemed attractive because of its color.,1,0,0,0,0,0,0,0,0,0
user_1579208242783,Explain,2,Friend might not have caught any fish with this lure combination because it does not match the previous lure combination. It has no big orange tear drop shape.,0,1,0,1,1,0,1,0,0,0
user_1579208242783,Explain,3,Maybe because the lure did not have the orange tear drop on the top,0,1,0,1,1,0,1,0,0,0
user_1579208242783,Explain,4,Maybe they caught a fish because the fish liked the oval blue color and the star shape.,1,2,0,2,1,0,1,0,0,0
user_1579208242783,Explain,5,Maybe she caught a fish with this combination because it liked the round shape at the top,1,1,1,0,0,0,0,0,0,0
user_1579208242783,Explain,6,Maybe because the fish did not like the shape of the star on top even though it was blue. The fish may not have liked the round bottom either.,1,2,1,1,1,0,1,0,0,0
user_1579208242783,Explain,7,maybe the fish like that this lure had a blue square on the bottom. I do not think that the fish would like the top of the lure because it resembles a previous lure that the fish didn't like.,1,1,0,1,1,0,1,0,0,0
user_1579208242783,Explain,8,The fish did not like the triangle shape at the top of the lure neither the bottom.,1,1,0,1,0,0,0,0,0,0
user_1579208311948,Explain,1,"I'm not sure if fish can see colors, but maybe because of bright colors. Another possible reason is the shape of the combinations - it kind of looks like a fish?",2,0,0,0,0,0,0,0,0,0
user_1579208311948,Explain,2,Maybe because the shapes are too round to catch fish. It might not be helpful to hook a fish.,1,1,1,0,0,0,0,0,0,0
user_1579208311948,Explain,3,"Although the top part is kind of sharp, but still the bottom part is round.",0,2,2,0,0,0,0,0,0,0
user_1579208311948,Explain,4,The bottom part has relatively sharp points.,0,1,1,0,0,0,0,0,0,0
user_1579208311948,Explain,5,The bottom part has sharp points.,0,1,1,0,0,0,0,0,0,0
user_1579208311948,Explain,6,The bottom part of the combination is round.,0,1,1,0,0,0,0,0,0,0
user_1579208311948,Explain,7,"Like the other combinations with sharp bottom part, the bottom part of this combination also has sharp points.",0,1,1,0,0,0,0,0,0,0
user_1579208311948,Explain,8,The bottom part is too round - it does not have pointy ends.,0,2,2,0,0,0,0,0,0,0
user_1579208538125,Explain,1,"bright colors, maybe the darker spot could have been taken for an eye causing the fish to think the lure was a smaller creature it could eat",1,0,0,0,1,1,0,1,1,0
user_1579208538125,Explain,2,"no bright colors, nothing that imitates a creature",1,0,0,0,1,1,0,0,0,0
user_1579208538125,Explain,3,"the larger shape is too sharp, the dark purple spot is on the smaller body",1,1,1,0,0,0,0,1,0,1
user_1579208538125,Explain,4,the larger shaped is more curved and the smaller is sharper,0,2,2,0,0,0,0,0,0,0
user_1579208538125,Explain,5,the larger shape is curved and the smaller shape is sharper,0,2,2,0,0,0,0,0,0,0
user_1579208538125,Explain,6,the larger shape is sharp and the smaller shape is curved,0,2,2,0,0,0,0,0,0,0
user_1579208538125,Explain,7,the smaller shape is sharp/not curved,0,1,1,0,0,0,0,0,0,0
user_1579208538125,Explain,8,the smaller shape is curved,0,1,1,0,0,0,0,0,0,0
user_1579208807017,Describe,1,Teardrop shaped red and yellow lure.,0,1,0,1,2,0,2,0,0,0
user_1579208807017,Describe,2,Green circular with a blue teardrop shape.,0,2,1,1,2,0,2,0,0,0
user_1579208807017,Describe,3,Yellow diamond with green circle shape.,0,2,0,2,2,0,2,0,0,0
user_1579208807017,Describe,4,Blue oval with yellow star shape.,0,2,0,2,2,0,2,0,0,0
user_1579208807017,Describe,5,Red circle with green diamond shape lure.,0,2,0,2,2,0,2,0,0,0
user_1579208807017,Describe,6,Blue star with red circle lure.,0,2,0,2,2,0,2,0,0,0
user_1579208807017,Describe,7,Yellow diamond with blue diamond shape lure.,0,2,0,2,2,0,2,0,0,0
user_1579208807017,Describe,8,Green triangle with red oval shape.,0,2,0,2,2,0,2,0,0,0
user_1579212222581,Explain,1,because it has a similar shape with the example at the beginning,0,0,0,0,0,0,0,0,0,0
user_1579212222581,Explain,2,maybe because of the color is not warm color,0,0,0,0,1,1,0,0,0,0
user_1579212222581,Explain,3,because the lure combination doesn't have red color in it,0,0,0,0,1,0,1,0,0,0
user_1579212222581,Explain,4,i think the tip of the lure has to be yellow in order to catch a fish,0,0,0,0,1,0,1,0,0,0
user_1579212222581,Explain,5,the bigger and main part of this lure has the same color with the first one,0,0,0,0,0,0,0,0,0,0
user_1579212222581,Explain,6,the main part of the lure is blue and the tip is also not yellow,0,0,0,0,2,0,2,0,0,0
user_1579212222581,Explain,7,because the smaller part of the lure is not round shape,0,1,1,0,0,0,0,0,0,0
user_1579212222581,Explain,8,"because the tip of the lure must be triangle, square or star shape",0,3,0,3,0,0,0,0,0,0
user_1579212226365,Describe,1,"An upside down triangle, and a waterdrop-shaped red item on top with purple dot.",0,2,0,2,1,0,1,1,0,1
user_1579212226365,Describe,2,a green circle above a blue water drop shape,0,2,0,2,2,0,2,0,0,0
user_1579212226365,Describe,3,a yellow square on top of a green circle with a red dot inside.,0,2,0,2,2,0,2,1,0,1
user_1579212226365,Describe,4,a blue banana shape on top of a yellow star with a red dot inside,0,2,0,2,2,0,2,1,0,1
user_1579212226365,Describe,5,a red circle with purple dot inside on top of a green square with a red dot inside,0,2,0,2,2,0,2,2,0,2
user_1579212226365,Describe,6,a blue star on top of a smaller red circle,0,2,0,2,2,0,2,0,0,0
user_1579212226365,Describe,7,a yellow square with a purple dot inside on top of a blue square,0,2,0,2,2,0,2,1,0,1
user_1579212226365,Describe,8,a green downward triangle with a purple dot inside on top of a red banana shape with a purple dot inside,0,2,0,2,2,0,2,2,0,2
user_1579212319954,Describe,1,some red drop with an arrow,0,2,0,2,1,0,1,0,0,0
user_1579212319954,Describe,2,green circle with blue drop,0,2,0,2,2,0,2,0,0,0
user_1579212319954,Describe,3,yellow rectangle with green and purple circle,0,2,0,2,2,0,2,1,0,1
user_1579212319954,Describe,4,a big blue circle with yellow star and a small purple circle,0,2,0,2,2,0,2,1,0,1
user_1579212319954,Describe,5,a big red circle and a small purple circle with green rectangle,0,2,0,2,2,0,2,1,0,1
user_1579212319954,Describe,6,blue star with red circle,0,2,0,2,2,0,2,0,0,0
user_1579212319954,Describe,7,yellow rectangle with a purple circle and a blue small rectangle,0,2,0,2,2,0,2,1,0,1
user_1579212319954,Describe,8,green triangle with purple circle inside and red circle with purple circle inside,0,2,0,2,2,0,2,2,0,2
user_1579212320210,Explain,1,The color and the shape of the lure,0,0,0,0,0,0,0,0,0,0
user_1579212320210,Explain,2,the shape and color is completely different from the first lure,0,0,0,0,0,0,0,0,0,0
user_1579212320210,Explain,3,the shape of the lure is round and might be the reason why it's not attracting any fish,1,1,1,0,0,0,0,0,0,0
user_1579212320210,Explain,4,the bottom of the lure has pointy edges and also the color is also yellow as the first lure,0,1,1,0,1,0,1,0,0,0
user_1579212320210,Explain,5,the lure has pointy edges,0,1,1,0,0,0,0,0,0,0
user_1579212320210,Explain,6,the bottom of the lure is round and might be the reason why it's not catching any fish,0,1,1,0,0,0,0,0,0,0
user_1579212320210,Explain,7,pointy edges,0,1,1,0,0,0,0,0,0,0
user_1579212320210,Explain,8,the shape is round,0,1,1,0,0,0,0,0,0,0
user_1579212329168,Describe,1,My friend used the red as A and the yellow as the hook to grab the fish with,1,0,0,0,2,0,2,0,0,0
user_1579212329168,Describe,2,"My friend combined a green circle with a blue cone, which was not able to grab the fish.",1,2,0,2,2,0,2,0,0,0
user_1579212329168,Describe,3,My friend used a diamond with a circle hook,0,2,0,2,0,0,0,0,0,0
user_1579212329168,Describe,4,My friend used an oval with a rhombus hook,0,2,0,2,0,0,0,0,0,0
user_1579212329168,Describe,5,My friend used a circle with a square hook,0,2,0,2,0,0,0,0,0,0
user_1579212329168,Describe,6,My friend had a circle hook attached to a star shape,0,2,0,2,0,0,0,0,0,0
user_1579212329168,Describe,7,"My friend used a yellow, larger square attached to a blue, smaller square",0,2,0,2,2,0,2,0,0,0
user_1579212329168,Describe,8,My friend used a green triangle attached to a red oval,0,2,0,2,2,0,2,0,0,0
user_1579212340838,Explain,1,color combination,0,0,0,0,0,0,0,0,0,0
user_1579212340838,Explain,2,shape and color,0,0,0,0,0,0,0,0,0,0
user_1579212340838,Explain,3,color and shape,0,0,0,0,0,0,0,0,0,0
user_1579212340838,Explain,4,color and shape is similar to first.,0,0,0,0,0,0,0,0,0,0
user_1579212340838,Explain,5,red color and point at bottom,0,1,1,0,1,0,1,0,0,0
user_1579212340838,Explain,6,not point at bottom of lure,0,1,1,0,0,0,0,0,0,0
user_1579212340838,Explain,7,point at bottom of lure,0,1,1,0,0,0,0,0,0,0
user_1579212340838,Explain,8,not point at bottom,0,1,1,0,0,0,0,0,0,0
user_1579212345756,Explain,1,I don't know maybe this combination was attractive..?,0,0,0,0,0,0,0,0,0,0
user_1579212345756,Explain,2,since it's round it was unable to catch the fish unlike the first one.,1,1,1,0,0,0,0,0,0,0
user_1579212345756,Explain,3,maybe the combination was too small to be seen?,1,0,0,0,0,0,0,0,0,0
user_1579212345756,Explain,4,long enough for the fish to be unable to escape,1,0,0,0,0,0,0,0,0,0
user_1579212345756,Explain,5,the bottom part was sharp enough to catch a fish,1,1,1,0,0,0,0,0,0,0
user_1579212345756,Explain,6,looks very unique..? so the fish was being defiant?,0,0,0,0,0,0,0,0,0,0
user_1579212345756,Explain,7,both top and bottom are sharp enough to catch a fish,1,1,1,0,0,0,0,0,0,0
user_1579212345756,Explain,8,"maybe the fish bit the bottom part and because it wasn't sharp enough like the top part, it escaped",1,1,1,0,0,0,0,0,0,0
user_1579212382927,Describe,1,"The lure combination consisted of a tear drop, a circle on the left side of the tear drop, and a triangle connecting to the smooth part of the tear drop",0,2,0,2,0,0,0,1,0,1
user_1579212382927,Describe,2,the lure combination that did not catch a fish consisted of a circle whose bottom is touching a tip of a tear drop,0,2,0,2,0,0,0,0,0,0
user_1579212382927,Describe,3,this lure combination consisted of a diamond whose bottom is touching a green circle that has a tiny dot on its bottom right side,0,2,0,2,1,0,1,1,0,1
user_1579212382927,Describe,4,the combination that caught a fish consists of an oval whose bottom is touching a tip of a star that has a dot inside,0,2,0,2,0,0,0,1,0,1
user_1579212382927,Describe,5,the lure combination consists of a red circle that has a purple dot inside. The circle is touching a green diamond which has a purple dot on its right side,0,2,0,2,2,0,2,2,0,2
user_1579212382927,Describe,6,this lure combination consists of a blue star. Its bottom edge is touching a red circle,0,2,0,2,2,0,2,0,0,0
user_1579212382927,Describe,7,the lure has a yellow diamond which has a purple dot inside. Its bottom edge is touching the tip of a blue diamond,0,2,0,2,2,0,2,1,0,1
user_1579212382927,Describe,8,"the lure combination has an upside-down green triangle which has a purple dot on its left side. The tip of the triangle is touching a small, red oval that also has a dot inside",0,2,0,2,2,0,2,2,0,2
user_1579215578091,Explain,1,My friends might have caught a fish with this lure combination because it has pointy ends.,0,1,1,0,0,0,0,0,0,0
user_1579215578091,Explain,2,She might have not caught a fish because it is round and won't hang onto the fish.,1,1,1,0,0,0,0,0,0,0
user_1579215578091,Explain,3,She didn't catch a fish because of its round end.,0,1,1,0,0,0,0,0,0,0
user_1579215578091,Explain,4,She caught a fish because of the pointy ends that can hang onto the fish,1,1,1,0,0,0,0,0,0,0
user_1579215578091,Explain,5,She caught a fish because of the pointy end,0,1,1,0,0,0,0,0,0,0
user_1579215578091,Explain,6,She didn't catch a fish because of the round end.,0,1,1,0,0,0,0,0,0,0
user_1579215578091,Explain,7,She caught a fish because of the sharp end that can hang onto the fish's mouth.,1,1,1,0,0,0,0,0,0,0
user_1579215578091,Explain,8,She didn't catch the fish because of the round end.,0,1,1,0,0,0,0,0,0,0
user_1579215605616,Explain,1,the fish can easily bite on the tip of the triangle,1,1,0,1,0,0,0,0,0,0
user_1579215605616,Explain,2,the fish cannot firmly bit on the round droplet object,1,2,1,1,0,0,0,0,0,0
user_1579215605616,Explain,3,the fish cannot firmly bite on the round object,1,1,1,0,0,0,0,0,0,0
user_1579215605616,Explain,4,"the object in the end of the lure has many angles, thus the fish can bite on the angles and not let the lure slip away",1,1,1,0,0,0,0,0,0,0
user_1579215605616,Explain,5,the fish can firmly bite on the object since it has more angles,1,1,1,0,0,0,0,0,0,0
user_1579215605616,Explain,6,the sphere shape object in the end of the lure gets slippery in a fish's mouth so it cannot bite the lure firmly,1,1,0,1,0,0,0,0,0,0
user_1579215605616,Explain,7,the rectangle in the end of the lure can let the fish bite on firmly,1,1,0,1,0,0,0,0,0,0
user_1579215605616,Explain,8,the slippery surface of the lure cannot grab the fish,1,0,0,0,0,0,0,0,0,0
user_1579215628572,Explain,1,The bright colors attract the fish,1,0,0,0,1,1,0,0,0,0
user_1579215628572,Explain,2,"No sharp edges for the fish to attach to, no bright colors",1,1,1,0,1,1,0,0,0,0
user_1579215628572,Explain,3,No sharp edges for the fish to attach to,1,1,1,0,0,0,0,0,0,0
user_1579215628572,Explain,4,"Bright colors attract the fish
 Sharp edges catch the fish (attachment)",2,1,1,0,1,1,0,0,0,0
user_1579215628572,Explain,5,"Bright colors to attract the fish
 Purple spots seem to attract the fish as well
 Sharp edges for the fish to attach to",3,1,1,0,1,1,0,1,0,1
user_1579215628572,Explain,6,"Absence of the purple spot that seems to be the common factor in all the lures that attract the fish.
 No sharp edges for the fish to attach to.",2,1,1,0,0,0,0,1,0,1
user_1579215628572,Explain,7,"Purple spot and bright colors attract fish
 Sharp edges catch the fish",2,1,1,0,1,1,0,1,0,1
user_1579215628572,Explain,8,"2 purple spots as opposed to one (seem to push the fish away)
 No sharp edges for the fish to attach to",2,1,1,0,0,0,0,1,0,1
user_1579215634553,Describe,1,The largest part of the lure looks like an upside down tear and is red. On the top left hand corner of the teardrop piece there is a purple circle. At the very bottom of the piece there is an upside down triangle.,0,2,0,2,1,0,1,1,0,1
user_1579215634553,Describe,2,This combination is composed of a large green circle and it has an blue upside down teardrop attached at the bottom.,0,2,0,2,2,0,2,0,0,0
user_1579215634553,Describe,3,The largest part of this lure is a yellow diamond and at the bottom of the diamond there is a green circle with a small purple inside it.,0,2,0,2,2,0,2,1,0,1
user_1579215634553,Describe,4,The lure has a large blue oval and at the bottom of the oval there is a yellow star with a purple circle inside it.,0,2,0,2,2,0,2,1,0,1
user_1579215634553,Describe,5,This combination has a large red circle with a small purple circle inside of it. At the bottom of the red circle there is a green diamond with a small purple circle inside it.,0,2,0,2,2,0,2,2,0,2
user_1579215634553,Describe,6,There is a large blue star and it has a red circle attached at the bottom.,0,2,0,2,2,0,2,0,0,0
user_1579215634553,Describe,7,There is a large yellow diamond with a purple circle inside it. There is a blue diamond attached to the bottom of the yellow diamond.,0,2,0,2,2,0,2,1,0,1
user_1579215634553,Describe,8,This lure has a large green upside down triangle and it has a purple circle inside of it. At them bottom of the triangle there is a red oval with a purple circle inside it.,0,2,0,2,2,0,2,2,0,2
user_1579215643144,Explain,1,The size and colors may be attractive to the fish.,1,0,0,0,0,0,0,0,0,0
user_1579215643144,Explain,2,The shape and color may have not been appealing to the fish.,1,0,0,0,0,0,0,0,0,0
user_1579215643144,Explain,3,The shape may have not been appealing to the fish.,1,0,0,0,0,0,0,0,0,0
user_1579215643144,Explain,4,The yellow tip may be appealing to the fish.,1,0,0,0,1,0,1,0,0,0
user_1579215643144,Explain,5,The large red shape with a purple dot may be appealing to the fish.,1,0,0,0,1,0,1,1,0,1
user_1579215643144,Explain,6,The blue diamond shape and red tip may not be appealing to the fish.,1,1,0,1,2,0,2,0,0,0
user_1579215643144,Explain,7,The purple dot in the large shape may be appealing to the fish.,1,0,0,0,0,0,0,1,0,1
user_1579215643144,Explain,8,The green triangle may not be appealing to the fish.,1,1,0,1,1,0,1,0,0,0
user_1579215646109,Describe,1,"A large teardrop shaped figure that is orange, and inside this figure is a small violet circle that is on the left-hand side of the teardrop and, it is above the curve part of the tear drop. also below the teardrop is a yellow equilateral triangle where a side of the triangle is touching the teardrop",0,2,0,2,2,0,2,1,0,1
user_1579215646109,Describe,2,it is a large green circle with a small blue teardrop shaped figure below the circle where the tip or point of the teardrop is touching the circle,0,2,0,2,2,0,2,0,0,0
user_1579215646109,Describe,3,"a medium-sized yellow square that is shaped like a baseball base, and below the square is a small green circle and inside the circle is a violet circle that is smaller. the violet circle is located at 5 o'clock",0,2,0,2,2,0,2,1,0,1
user_1579215646109,Describe,4,"a large blue oval where it is vertically long and below the oval is a medium-sized four pointed star and inside the star shape is a small violet circle, located on the top-right side and between to points",0,2,0,2,1,0,1,1,0,1
user_1579215646109,Describe,5,"a large orange circle with a small violet circle located off-center of the circle of right-bottom, and below that is a small green squared that a corner of the square is touching the orange circle, and inside the square is a smaller violet circle located on the right-most corner and it is one circle away from the corner",0,2,0,2,2,0,2,2,0,2
user_1579215646109,Describe,6,a large blue four-pointed star with a small orange circle located at the bottom point of the star,0,2,0,2,2,0,2,0,0,0
user_1579215646109,Describe,7,a large yellow square that is position like a baseball base and a small blue square with the same orientation and inside the yellow square is a smaller violet circle located next to the top-most corner on the right-hand side of that corner,0,2,0,2,2,0,2,1,0,1
user_1579215646109,Describe,8,"a large green triangle with the top part being flat with a small violet circle at the left-most corner, and below the bottom corner is a vertically long, small, orange oval with a smaller violet circle located on its left-most side",0,2,0,2,2,0,2,2,0,2
user_1579215658114,Explain,1,Might be the shape?,0,0,0,0,0,0,0,0,0,0
user_1579215658114,Explain,2,The shape of rain drop is not sharp enough to catch the fish,1,1,0,1,0,0,0,0,0,0
user_1579215658114,Explain,3,The round shape is not good for catching fish,0,1,1,0,0,0,0,0,0,0
user_1579215658114,Explain,4,The spiky shape is good at catching fish,0,1,1,0,0,0,0,0,0,0
user_1579215658114,Explain,5,It's spiky at the end,0,1,1,0,0,0,0,0,0,0
user_1579215658114,Explain,6,Round shape again,0,1,1,0,0,0,0,0,0,0
user_1579215658114,Explain,7,Spiky end,0,1,1,0,0,0,0,0,0,0
user_1579215658114,Explain,8,Similar to round shape,0,1,1,0,0,0,0,0,0,0
user_1579215695067,Describe,1,It looks sharp.,0,1,1,0,0,0,0,0,0,0
user_1579215695067,Describe,2,It does not have a sharp edge.,0,1,1,0,0,0,0,0,0,0
user_1579215695067,Describe,3,It has a square on the top of a triangle at the bottom.,0,2,0,2,0,0,0,0,0,0
user_1579215695067,Describe,4,It is narrower than others.,0,1,1,0,0,0,0,0,0,0
user_1579215695067,Describe,5,It has a circle on the top and a square at the bottom.,0,2,0,2,0,0,0,0,0,0
user_1579215695067,Describe,6,It has a small circle at the bottom.,0,1,0,1,0,0,0,0,0,0
user_1579215695067,Describe,7,It has a big square and a small square.,0,2,0,2,0,0,0,0,0,0
user_1579215695067,Describe,8,Is has a sharp triangle on the top.,0,2,1,1,0,0,0,0,0,0
user_1579219127588,Explain,1,It is red and fish like that color. It also kind looks like a smaller fish so maybe the fish likes to eat smaller fish.,2,0,0,0,1,0,1,0,0,0
user_1579219127588,Explain,2,This is green so maybe it blends in with the seaweed and the fish do not see it.,1,0,0,0,1,0,1,0,0,0
user_1579219127588,Explain,3,It looks pretty sharp. Maybe the fish could tell that this was not food but a trick!,1,1,1,0,0,0,0,0,0,0
user_1579219127588,Explain,4,It has a big circle shape at the top and a pointy shape at the bottom.... just like the first one that caught fish!,0,2,1,1,0,0,0,0,0,0
